annual_inc,chargeoff_within_12_mths,delinq_amnt,delinq_2yrs,dti,installment,int_rate,loan_amnt,mths_since_last_delinq,bad_loans
58033.0,0.0,0.0,0.0,31.66,227.09,14.47,6600.0,78.0,0
50000.0,0.0,0.0,0.0,31.35,497.51,20.89,13225.0,44.0,0
40000.0,0.0,0.0,2.0,42.6,461.0,25.34,15600.0,10.0,1
60000.0,0.0,0.0,0.0,65.14,1036.31,18.94,40000.0,37.0,0
54600.0,0.0,0.0,0.0,16.84,285.31,13.56,8400.0,31.0,0
55000.0,0.0,0.0,0.0,12.94,196.61,11.06,6000.0,73.0,0
54000.0,0.0,0.0,2.0,5.87,678.46,12.73,30000.0,10.0,0
70000.0,0.0,0.0,0.0,27.33,867.3,17.97,24000.0,77.0,0
49000.0,0.0,0.0,0.0,18.58,509.47,13.56,15000.0,24.0,0
145000.0,0.0,0.0,0.0,7.51,315.5,8.46,10000.0,41.0,0
70000.0,0.0,0.0,8.0,17.52,264.5,19.92,10000.0,19.0,0
55000.0,0.0,0.0,2.0,25.86,61.44,17.97,1700.0,21.0,0
60000.0,0.0,0.0,0.0,14.44,449.41,20.89,16650.0,65.0,0
30000.0,0.0,0.0,0.0,34.48,52.84,16.14,1500.0,56.0,0
38481.0,0.0,0.0,1.0,32.03,586.02,18.94,16000.0,12.0,0
68000.0,0.0,0.0,3.0,10.89,276.49,13.56,12000.0,5.0,1
90000.0,0.0,0.0,0.0,11.64,108.43,24.37,2750.0,62.0,0
100000.0,0.0,0.0,0.0,14.88,508.49,16.91,20500.0,42.0,1
62000.0,0.0,0.0,2.0,20.44,176.14,16.14,5000.0,3.0,0
80000.0,0.0,0.0,1.0,23.8,495.0,11.55,15000.0,21.0,0
57000.0,0.0,0.0,0.0,18.84,289.84,24.37,10000.0,29.0,0
38500.0,0.0,0.0,0.0,17.61,770.03,11.06,23500.0,44.0,0
75000.0,0.0,0.0,0.0,9.74,1056.79,16.14,30000.0,33.0,0
45000.0,0.0,0.0,1.0,29.07,201.39,12.73,6000.0,6.0,0
75644.0,0.0,0.0,0.0,23.62,781.18,13.56,23000.0,44.0,0
21000.0,0.0,0.0,0.0,4.4,161.53,10.08,5000.0,35.0,0
119000.0,0.0,0.0,1.0,0.71,475.51,13.56,14000.0,20.0,0
38000.0,0.0,0.0,0.0,15.29,312.08,15.02,9000.0,58.0,0
55000.0,0.0,0.0,1.0,17.91,331.27,8.46,10500.0,20.0,0
40000.0,0.0,0.0,0.0,27.87,389.19,23.4,10000.0,60.0,1
81000.0,0.0,0.0,0.0,14.82,161.53,10.08,5000.0,48.0,0
38500.0,0.0,0.0,0.0,21.7,781.77,18.94,30175.0,66.0,0
125170.0,0.0,0.0,0.0,17.39,457.08,6.11,15000.0,68.0,0
40000.0,0.0,0.0,0.0,20.55,553.33,20.89,20500.0,80.0,0
99000.0,0.0,0.0,1.0,24.18,129.96,10.47,4000.0,10.0,0
28464.0,0.0,0.0,0.0,25.51,504.2,27.27,16425.0,33.0,1
49500.0,0.0,0.0,0.0,19.9,543.43,13.56,16000.0,47.0,0
67000.0,0.0,0.0,0.0,6.57,245.82,6.67,8000.0,32.0,0
48000.0,0.0,0.0,0.0,21.05,667.64,22.35,24000.0,75.0,0
95000.0,0.0,0.0,0.0,16.88,1246.28,16.91,35000.0,41.0,0
25000.0,0.0,0.0,1.0,11.47,72.6,11.55,2200.0,23.0,0
86000.0,0.0,0.0,0.0,31.16,1006.93,12.73,30000.0,32.0,0
40000.0,0.0,0.0,0.0,20.73,341.84,16.91,9600.0,30.0,1
98000.0,0.0,0.0,0.0,17.49,534.12,16.91,15000.0,71.0,0
70000.0,0.0,0.0,1.0,20.95,402.66,7.21,13000.0,19.0,0
50000.0,0.0,0.0,0.0,11.81,116.96,10.47,3600.0,62.0,1
83000.0,0.0,0.0,0.0,30.71,327.68,11.06,10000.0,73.0,0
32000.0,1.0,0.0,1.0,31.1,432.49,19.92,11650.0,8.0,0
84000.0,0.0,0.0,7.0,4.0,1113.69,19.92,30000.0,22.0,1
52000.0,0.0,0.0,0.0,16.29,363.0,11.55,11000.0,77.0,1
70000.0,0.0,0.0,1.0,25.57,378.59,8.46,12000.0,9.0,1
32000.0,0.0,0.0,0.0,9.34,46.9,7.84,1500.0,65.0,0
45000.0,0.0,0.0,4.0,0.72,585.43,16.14,24000.0,9.0,1
84000.0,0.0,0.0,0.0,28.56,732.52,18.94,20000.0,45.0,0
350000.0,0.0,0.0,2.0,11.86,427.3,16.91,12000.0,4.0,0
122000.0,0.0,0.0,4.0,14.84,520.13,15.02,15000.0,14.0,1
85000.0,0.0,0.0,0.0,9.5,614.53,6.67,20000.0,35.0,0
50000.0,0.0,0.0,0.0,32.96,315.42,24.37,8000.0,74.0,1
55000.0,0.0,0.0,0.0,17.58,545.81,10.47,16800.0,79.0,0
93000.0,0.0,0.0,1.0,28.93,818.85,30.65,25000.0,22.0,0
45000.0,0.0,0.0,1.0,27.63,563.33,22.35,20250.0,5.0,1
32000.0,0.0,0.0,0.0,15.57,153.64,6.67,5000.0,73.0,0
72000.0,0.0,0.0,0.0,1.73,601.9,20.89,16000.0,32.0,0
79992.0,0.0,0.0,0.0,0.18,631.9,17.97,24900.0,57.0,0
104000.0,0.0,0.0,1.0,21.15,688.13,14.47,20000.0,13.0,0
79500.0,0.0,0.0,1.0,19.64,167.06,19.92,4500.0,5.0,0
58000.0,0.0,0.0,1.0,14.73,289.1,17.97,8000.0,22.0,0
72500.0,0.0,0.0,0.0,27.53,1006.93,12.73,30000.0,58.0,1
76000.0,0.0,0.0,1.0,27.51,1127.24,16.14,32000.0,18.0,0
45000.0,0.0,0.0,0.0,20.67,155.95,10.47,4800.0,50.0,1
41000.0,0.0,0.0,0.0,28.22,88.07,16.14,2500.0,39.0,0
80000.0,0.0,0.0,0.0,10.77,66.0,11.55,2000.0,60.0,0
93000.0,0.0,0.0,0.0,36.72,105.53,22.35,2750.0,44.0,0
80000.0,0.0,0.0,0.0,14.39,550.45,11.55,25000.0,40.0,0
67000.0,0.0,0.0,3.0,20.51,131.86,18.94,3600.0,6.0,0
82000.0,0.0,0.0,0.0,19.07,197.14,24.37,5000.0,28.0,0
50000.0,0.0,0.0,0.0,17.31,213.65,16.91,6000.0,36.0,0
174000.0,1.0,0.0,2.0,9.4,245.82,6.67,8000.0,11.0,0
128000.0,0.0,0.0,0.0,34.4,368.66,13.56,16000.0,49.0,1
96000.0,0.0,0.0,0.0,24.43,499.63,28.72,15825.0,42.0,0
66000.0,0.0,0.0,0.0,14.69,138.27,6.67,4500.0,32.0,0
126000.0,0.0,0.0,4.0,10.5,324.89,10.47,10000.0,21.0,0
81000.0,0.0,0.0,0.0,21.97,93.79,7.84,3000.0,25.0,0
22000.0,0.0,0.0,0.0,23.96,169.83,13.56,5000.0,45.0,0
63000.0,0.0,0.0,1.0,7.47,281.81,16.14,8000.0,10.0,1
105000.0,0.0,0.0,0.0,12.4,278.19,22.35,10000.0,49.0,0
38000.0,0.0,0.0,2.0,37.52,601.9,20.89,16000.0,13.0,0
50000.0,0.0,0.0,1.0,1.58,940.47,20.89,25000.0,16.0,0
120000.0,0.0,0.0,0.0,8.76,767.43,27.27,25000.0,26.0,0
90000.0,0.0,0.0,2.0,19.28,260.07,15.02,7500.0,11.0,0
125555.0,0.0,0.0,2.0,14.79,544.31,11.06,25000.0,8.0,0
77000.0,0.0,0.0,1.0,23.97,460.82,13.56,20000.0,19.0,0
55000.0,0.0,0.0,1.0,19.25,718.62,16.14,20400.0,7.0,0
75000.0,0.0,0.0,0.0,33.76,509.21,13.56,22100.0,53.0,0
60000.0,0.0,0.0,0.0,7.0,712.16,16.91,20000.0,45.0,0
71000.0,0.0,0.0,0.0,18.27,226.66,20.89,6025.0,30.0,0
65000.0,0.0,0.0,0.0,18.58,176.14,16.14,5000.0,44.0,0
120000.0,0.0,0.0,1.0,10.38,630.99,8.46,20000.0,15.0,0
70000.0,0.0,0.0,0.0,16.37,312.63,7.84,10000.0,32.0,0
62000.0,0.0,0.0,0.0,8.65,154.87,7.21,5000.0,72.0,0
64000.0,0.0,0.0,0.0,15.81,214.5,11.55,6500.0,31.0,0
20000.0,0.0,0.0,0.0,79.59,346.76,15.02,10000.0,65.0,0
90000.0,0.0,0.0,1.0,11.93,225.72,20.89,6000.0,23.0,0
40000.0,0.0,0.0,2.0,34.59,422.72,16.14,12000.0,4.0,0
125000.0,0.0,0.0,2.0,30.59,339.65,13.56,10000.0,6.0,0
38000.0,0.0,0.0,1.0,15.32,67.93,13.56,2000.0,19.0,0
69000.0,0.0,0.0,0.0,10.38,376.19,20.89,10000.0,61.0,0
55000.0,0.0,0.0,4.0,15.27,304.53,17.97,12000.0,10.0,0
163705.0,0.0,0.0,1.0,8.77,340.71,7.21,11000.0,22.0,0
92000.0,0.0,0.0,0.0,25.7,369.01,14.47,10725.0,40.0,0
130000.0,0.0,0.0,2.0,15.68,333.82,22.35,12000.0,5.0,0
51000.0,0.0,0.0,0.0,25.51,416.15,11.06,12700.0,77.0,0
50000.0,0.0,0.0,0.0,18.43,356.08,16.91,10000.0,35.0,0
63552.0,0.0,0.0,0.0,31.7,264.22,11.55,12000.0,66.0,0
50691.0,0.0,0.0,0.0,3.1,517.28,14.47,22000.0,66.0,0
105000.0,0.0,0.0,1.0,24.91,797.53,15.02,23000.0,7.0,0
36000.0,0.0,0.0,3.0,4.2,165.16,14.47,4800.0,12.0,1
41000.0,0.0,0.0,1.0,11.33,252.97,17.97,7000.0,22.0,0
128000.0,0.0,0.0,0.0,13.08,537.32,7.21,27000.0,42.0,0
100000.0,0.0,0.0,0.0,13.88,975.1,6.11,32000.0,51.0,0
86000.0,0.0,0.0,0.0,18.64,231.0,11.55,7000.0,78.0,0
70000.0,0.0,0.0,2.0,25.08,326.16,22.35,8500.0,13.0,0
90000.0,0.0,0.0,0.0,9.79,32.31,10.08,1000.0,36.0,0
60279.48,0.0,0.0,0.0,22.1,451.87,26.31,15000.0,27.0,0
35000.0,0.0,0.0,0.0,0.07,158.0,20.89,4200.0,26.0,1
65000.0,0.0,0.0,2.0,17.43,398.81,16.91,11200.0,13.0,0
60000.0,0.0,0.0,0.0,6.24,346.76,15.02,10000.0,43.0,0
30000.0,0.0,0.0,1.0,8.48,312.08,15.02,9000.0,7.0,0
49000.0,0.0,0.0,1.0,18.32,361.5,26.31,12000.0,10.0,0
100000.0,0.0,0.0,0.0,0.65,327.68,11.06,10000.0,36.0,0
65000.0,0.0,0.0,1.0,7.98,485.85,20.89,18000.0,6.0,1
44000.0,0.0,0.0,0.0,10.83,473.24,8.46,15000.0,34.0,1
95000.0,0.0,0.0,2.0,15.7,869.5,24.37,30000.0,13.0,0
75000.0,0.0,0.0,0.0,6.85,215.09,6.67,7000.0,30.0,0
90000.0,0.0,0.0,2.0,20.09,445.1,22.35,16000.0,11.0,0
142000.0,0.0,0.0,0.0,25.45,303.56,16.91,8525.0,55.0,0
88000.0,0.0,0.0,1.0,18.31,788.73,8.46,25000.0,23.0,0
77000.0,0.0,0.0,0.0,9.12,460.82,13.56,20000.0,64.0,0
90000.0,0.0,0.0,2.0,20.01,423.23,14.47,18000.0,7.0,0
75000.0,0.0,0.0,1.0,5.39,500.73,22.35,18000.0,18.0,0
55000.0,0.0,0.0,0.0,20.66,315.5,8.46,10000.0,54.0,0
51000.0,0.0,0.0,0.0,18.02,376.19,20.89,10000.0,55.0,0
60000.0,0.0,0.0,0.0,22.22,145.13,8.46,4600.0,60.0,0
70000.0,0.0,0.0,4.0,14.04,460.47,22.35,12000.0,13.0,0
95000.0,0.0,0.0,2.0,21.53,946.48,8.46,30000.0,18.0,0
95000.0,0.0,0.0,0.0,7.78,1204.23,14.47,35000.0,62.0,0
105000.0,0.0,0.0,0.0,28.66,565.38,12.73,25000.0,47.0,0
207000.0,0.0,0.0,1.0,11.68,65.54,11.06,2000.0,21.0,0
10644.0,0.0,0.0,0.0,140.5,969.15,10.08,30000.0,44.0,0
100000.0,0.0,0.0,1.0,17.98,142.44,16.91,4000.0,18.0,1
52000.0,0.0,0.0,0.0,7.36,121.37,15.02,3500.0,42.0,0
55000.0,0.0,0.0,1.0,16.93,393.21,11.06,12000.0,21.0,0
70000.0,0.0,0.0,0.0,0.1,903.44,17.97,25000.0,74.0,1
115000.0,0.0,0.0,0.0,2.86,112.86,20.89,3000.0,42.0,0
69680.0,0.0,0.0,0.0,17.62,906.77,18.94,35000.0,31.0,0
60000.0,0.0,0.0,0.0,12.98,285.31,13.56,8400.0,24.0,0
56000.0,1.0,0.0,3.0,15.97,289.84,24.37,10000.0,7.0,0
48840.08,0.0,0.0,0.0,9.51,461.44,14.47,19625.0,46.0,0
70000.0,0.0,0.0,0.0,12.64,556.37,22.35,20000.0,76.0,0
42000.0,0.0,0.0,2.0,13.17,244.53,20.89,6500.0,7.0,0
60000.0,0.0,0.0,0.0,32.94,575.58,22.35,15000.0,43.0,0
24000.0,0.0,0.0,0.0,1.9,226.14,10.08,7000.0,45.0,0
210000.0,0.0,0.0,0.0,2.31,1342.57,12.73,40000.0,76.0,0
62000.0,0.0,0.0,0.0,3.25,1036.31,18.94,40000.0,69.0,0
120000.0,0.0,0.0,0.0,17.78,643.27,29.69,20000.0,46.0,0
80000.0,0.0,0.0,0.0,12.89,230.41,13.56,10000.0,26.0,1
82000.0,0.0,0.0,3.0,15.34,62.19,19.92,1675.0,13.0,0
34560.0,0.0,0.0,0.0,30.94,915.65,18.94,25000.0,75.0,1
75000.0,0.0,0.0,0.0,16.64,104.03,15.02,3000.0,29.0,1
130000.0,0.0,0.0,0.0,25.39,495.0,11.55,15000.0,29.0,0
52000.0,0.0,0.0,0.0,21.39,93.79,7.84,3000.0,73.0,1
100000.0,0.0,0.0,2.0,26.2,122.92,27.27,3000.0,5.0,0
46800.0,0.0,0.0,0.0,12.07,163.84,11.06,5000.0,73.0,0
160000.0,0.0,0.0,0.0,2.44,921.64,13.56,40000.0,36.0,0
34500.0,0.0,0.0,0.0,24.31,165.0,11.55,5000.0,45.0,0
104000.0,0.0,0.0,2.0,19.67,323.05,10.08,10000.0,1.0,0
55000.0,0.0,0.0,1.0,18.83,880.71,11.55,40000.0,18.0,0
102000.0,0.0,0.0,0.0,4.71,649.77,10.47,20000.0,33.0,0
55697.0,0.0,0.0,0.0,9.52,115.5,11.55,3500.0,63.0,0
42000.0,0.0,0.0,0.0,2.14,234.73,10.47,7225.0,76.0,0
104000.0,0.0,0.0,1.0,1.13,211.36,16.14,6000.0,22.0,0
71000.0,0.0,0.0,0.0,15.52,339.65,13.56,10000.0,73.0,0
35000.0,0.0,0.0,1.0,61.25,605.34,16.91,17000.0,4.0,0
35000.0,0.0,0.0,1.0,70.68,481.69,14.47,14000.0,12.0,0
180000.0,0.0,0.0,0.0,0.4,975.71,16.14,40000.0,42.0,0
45000.0,0.0,0.0,0.0,26.0,87.91,18.94,2400.0,71.0,0
46342.0,0.0,0.0,3.0,13.68,630.99,8.46,20000.0,18.0,0
75000.0,0.0,0.0,0.0,2.98,37.52,7.84,1200.0,38.0,0
140000.0,0.0,0.0,2.0,16.52,611.36,13.56,18000.0,8.0,0
145000.0,0.0,0.0,0.0,10.22,901.56,15.02,26000.0,78.0,0
45000.0,0.0,0.0,0.0,23.33,402.91,22.35,10500.0,58.0,0
52390.0,0.0,0.0,0.0,12.03,225.72,20.89,6000.0,26.0,0
15000.0,0.0,0.0,0.0,22.64,40.98,27.27,1000.0,56.0,1
45000.0,0.0,0.0,1.0,33.23,705.38,14.47,30000.0,4.0,0
80000.0,0.0,0.0,0.0,11.67,808.0,7.84,40000.0,36.0,0
95000.0,0.0,0.0,1.0,22.94,140.91,16.14,4000.0,17.0,0
50000.0,0.0,0.0,3.0,17.5,172.04,14.47,5000.0,7.0,0
52000.0,0.0,0.0,0.0,2.52,591.02,25.34,20000.0,57.0,0
155000.0,0.0,0.0,0.0,13.61,445.48,19.92,12000.0,43.0,0
57652.0,0.0,0.0,0.0,10.89,260.07,15.02,7500.0,69.0,0
85000.0,0.0,0.0,0.0,16.73,704.53,16.14,20000.0,34.0,0
46000.0,0.0,0.0,0.0,8.37,309.74,7.21,10000.0,62.0,0
80000.0,0.0,0.0,2.0,20.58,371.23,19.92,10000.0,13.0,0
58000.0,0.0,0.0,0.0,26.46,297.66,16.91,12000.0,30.0,0
65000.0,0.0,0.0,0.0,22.13,219.76,18.94,6000.0,41.0,1
70000.0,0.0,0.0,1.0,22.85,528.99,19.92,20000.0,19.0,0
70000.0,0.0,0.0,0.0,22.97,137.63,14.47,4000.0,25.0,0
106000.0,0.0,0.0,0.0,11.08,457.08,6.11,15000.0,46.0,0
35000.0,0.0,0.0,1.0,33.81,543.43,13.56,16000.0,21.0,0
980000.0,0.0,0.0,0.0,6.56,1342.57,12.73,40000.0,46.0,0
45000.0,0.0,0.0,2.0,16.83,373.61,13.56,11000.0,15.0,0
180000.0,0.0,0.0,0.0,9.27,990.0,11.55,30000.0,68.0,1
96707.0,0.0,0.0,0.0,17.34,467.03,23.4,12000.0,45.0,0
65000.0,0.0,0.0,5.0,16.5,183.13,18.94,5000.0,9.0,0
95000.0,0.0,0.0,0.0,13.36,260.07,15.02,7500.0,33.0,0
105000.0,0.0,0.0,0.0,25.82,849.11,13.56,25000.0,57.0,0
46000.0,0.0,0.0,0.0,8.69,585.43,16.14,24000.0,57.0,0
60000.0,0.0,0.0,2.0,29.32,681.42,7.21,22000.0,14.0,0
82500.0,0.0,0.0,0.0,42.56,630.84,24.37,16000.0,53.0,0
130000.0,0.0,0.0,0.0,15.52,992.17,16.91,40000.0,41.0,0
130000.0,0.0,0.0,0.0,16.9,549.39,18.94,15000.0,75.0,0
45000.0,0.0,0.0,0.0,2.13,98.31,11.06,3000.0,73.0,0
40000.0,0.0,0.0,0.0,21.36,805.54,12.73,24000.0,45.0,0
65000.0,0.0,0.0,2.0,29.78,50.74,29.69,1200.0,21.0,0
110000.0,0.0,0.0,0.0,4.58,544.31,11.06,25000.0,70.0,0
130000.0,0.0,0.0,1.0,11.94,262.14,11.06,8000.0,3.0,1
92500.0,0.0,0.0,0.0,25.44,389.19,23.4,10000.0,78.0,1
160000.0,0.0,0.0,0.0,17.6,361.38,17.97,10000.0,31.0,0
129000.0,0.0,0.0,1.0,2.01,237.76,13.56,7000.0,9.0,0
350000.0,0.0,0.0,1.0,7.23,171.66,30.84,4000.0,19.0,0
51000.0,0.0,0.0,0.0,22.26,344.07,14.47,10000.0,32.0,1
230000.0,0.0,0.0,0.0,5.07,237.41,23.4,6100.0,53.0,0
44000.0,0.0,0.0,0.0,20.81,647.8,20.89,24000.0,25.0,1
55000.0,0.0,0.0,1.0,11.55,276.49,13.56,12000.0,18.0,0
125000.0,0.0,0.0,0.0,3.4,321.8,8.46,10200.0,34.0,0
29000.0,0.0,0.0,0.0,18.09,134.26,12.73,4000.0,73.0,0
150000.0,0.0,0.0,0.0,10.98,99.0,11.55,3000.0,34.0,1
75000.0,0.0,0.0,0.0,39.5,264.0,11.55,8000.0,54.0,0
31185.24,0.0,0.0,0.0,15.87,583.25,27.27,19000.0,44.0,0
3000.0,0.0,0.0,0.0,145.2,169.83,13.56,5000.0,44.0,0
120000.0,0.0,0.0,1.0,10.61,925.73,19.92,35000.0,15.0,0
51000.0,0.0,0.0,1.0,15.01,575.58,22.35,15000.0,18.0,0
71832.0,0.0,0.0,1.0,5.08,809.22,15.02,34000.0,19.0,0
105000.0,0.0,0.0,3.0,10.97,291.56,14.47,12400.0,17.0,0
92496.0,0.0,0.0,1.0,11.97,973.64,22.35,35000.0,8.0,0
95000.0,0.0,0.0,1.0,18.94,762.86,15.02,22000.0,17.0,0
55000.0,0.0,0.0,0.0,24.26,356.08,16.91,10000.0,42.0,0
62500.0,0.0,0.0,0.0,27.25,524.28,11.06,16000.0,81.0,0
90000.0,0.0,0.0,2.0,23.44,647.69,18.94,25000.0,7.0,0
27000.0,0.0,0.0,0.0,7.38,134.26,12.73,4000.0,77.0,0
55000.0,0.0,0.0,0.0,16.06,394.54,16.14,11200.0,79.0,1
46000.0,0.0,0.0,10.0,21.89,169.83,13.56,5000.0,9.0,0
130000.0,0.0,0.0,0.0,23.47,646.1,10.08,20000.0,48.0,0
65000.0,0.0,0.0,0.0,20.97,226.66,20.89,6025.0,49.0,0
43680.0,0.0,0.0,0.0,0.69,183.13,18.94,5000.0,39.0,1
75000.0,0.0,0.0,0.0,18.84,289.1,17.97,8000.0,33.0,0
139000.0,0.0,0.0,0.0,12.17,888.2,17.97,35000.0,25.0,0
125000.0,0.0,0.0,0.0,19.52,639.83,22.35,23000.0,80.0,0
45000.0,0.0,0.0,0.0,10.19,262.14,11.06,8000.0,41.0,0
42000.0,0.0,0.0,1.0,26.97,36.14,17.97,1000.0,18.0,0
55000.0,0.0,0.0,0.0,8.33,330.0,11.55,10000.0,34.0,0
65000.0,0.0,0.0,0.0,26.94,909.47,23.4,32000.0,33.0,0
54500.0,0.0,0.0,1.0,15.36,309.74,7.21,10000.0,14.0,0
5000.0,0.0,0.0,1.0,294.23,417.28,22.35,15000.0,6.0,0
36000.0,0.0,0.0,0.0,12.67,201.39,12.73,6000.0,46.0,0
22000.0,0.0,0.0,0.0,65.47,277.41,15.02,8000.0,53.0,0
152000.0,0.0,0.0,1.0,12.69,1155.0,11.55,35000.0,5.0,0
47000.0,0.0,0.0,0.0,12.49,58.99,11.06,1800.0,43.0,0
76100.0,0.0,0.0,0.0,5.72,921.64,13.56,40000.0,37.0,1
60000.0,0.0,0.0,0.0,12.34,206.76,10.08,6400.0,48.0,0
80000.0,0.0,0.0,0.0,24.44,634.43,17.97,25000.0,68.0,0
90000.0,0.0,0.0,0.0,11.0,851.46,10.08,40000.0,54.0,0
75000.0,0.0,0.0,0.0,25.95,111.37,19.92,3000.0,66.0,0
104000.0,0.0,0.0,0.0,14.41,447.29,14.47,13000.0,26.0,0
125000.0,2.0,0.0,4.0,13.79,67.16,22.35,1750.0,5.0,0
55372.8,0.0,0.0,0.0,7.78,284.87,16.91,8000.0,26.0,0
87000.0,0.0,0.0,1.0,2.74,402.77,12.73,12000.0,1.0,0
100000.0,0.0,0.0,1.0,4.01,327.68,11.06,10000.0,13.0,0
140000.0,0.0,0.0,1.0,7.65,178.04,16.91,5000.0,10.0,0
80000.0,0.0,0.0,0.0,14.03,344.07,14.47,10000.0,65.0,0
100000.0,0.0,0.0,0.0,5.87,383.16,10.08,18000.0,56.0,0
65000.0,0.0,0.0,1.0,9.18,434.75,24.37,15000.0,22.0,0
110000.0,0.0,0.0,0.0,20.77,617.14,16.14,25300.0,68.0,0
37000.0,0.0,0.0,0.0,16.32,389.19,23.4,10000.0,43.0,1
70000.0,0.0,0.0,1.0,2.66,180.69,17.97,5000.0,12.0,0
54600.0,0.0,0.0,0.0,16.99,220.85,8.46,7000.0,64.0,0
123738.0,0.0,0.0,0.0,14.58,609.82,16.14,25000.0,34.0,0
45000.0,0.0,0.0,0.0,27.23,163.84,11.06,5000.0,62.0,0
96000.0,0.0,0.0,0.0,3.1,304.72,6.11,10000.0,37.0,0
105000.0,0.0,0.0,1.0,21.49,222.74,19.92,6000.0,10.0,0
63000.0,0.0,0.0,0.0,19.24,507.55,17.97,20000.0,30.0,0
107000.0,0.0,0.0,1.0,15.47,211.36,16.14,6000.0,16.0,0
125000.0,0.0,0.0,2.0,12.41,595.02,15.02,25000.0,7.0,0
100000.0,0.0,0.0,0.0,16.62,315.5,8.46,10000.0,66.0,0
73000.0,0.0,0.0,0.0,12.89,1056.79,16.14,30000.0,70.0,0
80000.0,0.0,0.0,4.0,14.19,671.29,12.73,20000.0,13.0,0
50000.0,0.0,0.0,0.0,19.44,206.91,20.89,5500.0,61.0,0
25000.0,0.0,0.0,1.0,12.15,184.61,12.73,5500.0,3.0,0
150000.0,0.0,0.0,0.0,20.65,284.87,16.91,8000.0,42.0,0
37000.0,0.0,0.0,0.0,4.83,473.58,28.72,15000.0,55.0,1
99500.0,0.0,0.0,1.0,8.35,172.04,14.47,5000.0,17.0,0
81000.0,0.0,0.0,0.0,18.01,629.13,11.06,19200.0,40.0,0
31200.0,0.0,0.0,0.0,44.54,570.5,16.91,23000.0,54.0,0
201000.0,0.0,0.0,0.0,9.09,1320.0,11.55,40000.0,36.0,0
49000.0,0.0,0.0,1.0,15.11,92.1,22.35,2400.0,15.0,0
60000.0,0.0,0.0,0.0,8.22,61.95,7.21,2000.0,52.0,0
96150.0,0.0,0.0,0.0,23.32,279.94,24.37,7100.0,55.0,0
139600.0,0.0,0.0,3.0,33.93,284.87,16.91,8000.0,3.0,1
45600.0,0.0,0.0,0.0,2.66,96.92,10.08,3000.0,36.0,0
180000.0,0.0,0.0,0.0,10.13,660.54,11.55,30000.0,38.0,0
110000.0,0.0,0.0,1.0,2.25,361.38,17.97,10000.0,12.0,0
200000.0,0.0,0.0,0.0,11.38,277.41,15.02,8000.0,57.0,0
80000.0,0.0,0.0,1.0,16.4,464.6,7.21,15000.0,7.0,0
80000.0,0.0,0.0,0.0,17.27,985.04,28.72,31200.0,39.0,0
54000.0,0.0,0.0,1.0,38.84,387.49,16.14,11000.0,20.0,0
32500.0,0.0,0.0,3.0,32.72,376.19,20.89,10000.0,16.0,0
65000.0,0.0,0.0,0.0,26.09,655.35,11.06,20000.0,25.0,0
17036.0,0.0,0.0,0.0,72.45,542.07,17.97,15000.0,46.0,0
60000.0,0.0,0.0,0.0,10.6,1025.52,18.94,28000.0,74.0,1
100000.0,0.0,0.0,1.0,24.23,476.25,16.91,19200.0,14.0,0
71000.0,0.0,0.0,0.0,17.61,609.06,17.97,24000.0,36.0,0
83000.0,0.0,0.0,0.0,25.67,376.19,20.89,10000.0,56.0,1
81600.0,0.0,0.0,0.0,21.93,642.62,15.02,27000.0,46.0,0
80000.0,0.0,0.0,0.0,21.21,556.37,22.35,20000.0,43.0,1
65000.0,0.0,0.0,0.0,23.93,534.12,16.91,15000.0,62.0,0
165000.0,0.0,0.0,0.0,14.11,779.72,10.47,24000.0,70.0,0
21000.0,0.0,0.0,0.0,12.69,670.89,27.27,16375.0,48.0,1
58000.0,0.0,0.0,1.0,33.35,299.65,24.37,7600.0,2.0,0
130000.0,0.0,0.0,0.0,17.96,563.62,16.14,16000.0,58.0,0
95000.0,0.0,0.0,0.0,12.14,543.43,13.56,16000.0,33.0,0
65000.0,0.0,0.0,0.0,23.62,253.63,16.14,7200.0,48.0,0
85000.0,0.0,0.0,3.0,22.18,890.95,19.92,24000.0,9.0,0
145000.0,0.0,0.0,0.0,24.36,569.73,16.91,16000.0,33.0,0
135000.0,0.0,0.0,2.0,19.8,691.23,13.56,30000.0,6.0,0
48000.0,0.0,0.0,1.0,21.73,460.9,6.67,15000.0,8.0,0
105000.0,0.0,0.0,0.0,14.46,330.27,11.55,15000.0,39.0,0
70000.0,0.0,0.0,1.0,16.54,169.3,23.4,4350.0,13.0,0
50000.0,0.0,0.0,0.0,36.08,134.26,12.73,4000.0,42.0,0
46000.0,0.0,0.0,2.0,22.25,634.79,19.92,24000.0,22.0,1
69000.0,0.0,0.0,0.0,13.5,344.07,14.47,10000.0,31.0,0
40000.0,0.0,0.0,4.0,36.0,613.94,27.27,20000.0,5.0,1
100000.0,0.0,0.0,0.0,3.22,226.14,10.08,7000.0,52.0,0
135000.0,0.0,0.0,0.0,17.66,619.32,14.47,18000.0,54.0,0
44000.0,0.0,0.0,0.0,19.67,190.71,23.4,4900.0,37.0,0
41000.0,0.0,0.0,0.0,29.16,182.05,15.02,5250.0,74.0,0
50000.0,0.0,0.0,4.0,30.75,550.51,14.47,16000.0,10.0,0
61000.0,0.0,0.0,1.0,17.67,219.76,18.94,6000.0,15.0,0
